t,5,78
d,8,588
r,4,53
e,8,110
q,5,85
f,8,367
t,6,91
a,3,392
g,2,91
u,3,587
o,9,10
y,3,637
h,8,31
h,3,480
o,4,94
t,2,30
b,7,47
x,2,54
h,5,29
v,2,517
h,4,82
p,5,107
u,8,73
i,5,255
a,7,68
o,5,751
s,4,64
m,4,240
j,7,31
q,4,725
t,5,80
r,4,457
d,9,33
s,4,864
l,7,25
j,7,743
e,3,20
k,7,969
y,5,85
l,7,511
h,9,62
g,6,105
y,8,46
z,6,478
q,2,2
n,6,526
r,5,57
w,9,547
y,8,98
b,9,972
i,9,99
c,9,304
t,4,11
d,8,819
s,7,20
e,8,411
c,8,42
f,8,642
v,3,18
a,8,655
g,3,22
u,8,890
o,5,26
y,8,502
t,9,51
h,8,822
q,2,4
t,2,858
h,7,15
x,2,499
i,4,90
v,2,999
v,5,85
p,5,82
t,2,63
i,5,466
i,9,53
o,5,879
j,3,31
m,4,149
d,2,16
q,4,707
v,3,60
r,4,58
n,4,16
s,4,177
a,8,11
j,7,841
n,5,66
k,7,996
k,3,70
l,7,39
p,9,4
g,6,54
e,4,6
z,6,475
k,7,69
n,6,544
h,7,4
w,9,760
p,2,17
b,9,795
j,8,1
c,9,898
c,7,81
d,8,493
a,8,49
e,8,522
r,5,43
f,8,349
j,4,15
a,3,244
w,4,20
u,3,558
z,3,41
y,3,678
y,4,20
h,3,456
m,5,83
t,2,866
z,5,55
x,2,834
q,4,51
v,2,325
f,8,81
p,5,562
y,6,70
i,5,977
q,6,41
o,5,310
h,3,31
m,4,220
h,5,27
q,4,322
z,4,65
r,4,431
x,7,93
s,4,603
d,7,40
j,7,762
f,4,41
k,7,457
r,4,31
l,7,21
v,2,85
g,6,993
f,4,63
z,6,752
a,9,13
n,6,273
s,8,10
w,9,120
z,2,82
b,9,783
c,8,99
c,9,43
b,9,69
d,8,572
i,2,6
e,8,552
r,2,30
f,8,893
e,6,93
a,8,786
d,5,17
u,8,187
z,3,15
y,8,307
m,9,24
h,8,529
b,9,96
t,2,740
r,2,6
x,2,167
d,2,40
v,2,423
o,3,27
p,5,958
d,8,57
i,5,677
c,6,73
o,5,183
z,5,87
m,4,787
r,6,60
q,4,16
j,3,79
r,4,716
s,9,64
s,4,879
g,2,81
j,7,347
g,6,97
k,7,828
k,4,100
l,7,104
r,8,79
g,6,898
o,4,31
z,6,302
d,4,80
n,6,450
n,8,3
w,9,125
c,3,19
b,9,686
s,8,84
c,9,94
a,8,81
d,8,526
w,4,90
e,8,484
m,9,52
f,8,747
b,5,55
a,8,328
f,8,77
u,8,694
n,5,10
y,8,326
x,8,76
h,8,145
q,7,81
t,2,732
v,4,71
x,2,90
p,4,34
v,2,786
g,6,77
p,5,661
j,8,93
i,5,471
m,3,23
o,5,552
e,3,75
m,4,427
t,8,8
q,4,280
w,8,97
r,4,276
v,6,75
s,4,185
j,2,1
j,7,892
v,4,76
k,7,712
z,2,55
l,7,143
e,2,100
g,6,87
z,2,22
z,6,475
e,3,53
n,6,736
w,6,46
w,9,205
c,4,62
b,9,18
r,5,82
c,9,554
k,9,73
d,8,644
u,6,54
e,8,747
o,8,29
f,8,60
y,7,29
a,3,713
e,2,67
u,3,385
b,9,87
y,3,149
t,6,67
h,3,154
t,3,69
t,2,594
s,5,63
x,2,254
t,3,25
v,2,172
r,2,3
p,5,166
d,3,73
i,5,459
y,9,83
o,5,733
m,4,45
m,4,57
v,2,34
q,4,205
s,2,33
r,4,307
n,5,26
s,4,122
y,9,73
j,7,960
f,4,34
k,7,179
h,7,33
l,7,27
n,3,68
g,6,217
q,8,22
z,6,574
w,8,7
n,6,65
r,8,100
w,9,468
p,9,81
b,9,515
q,3,55
c,9,746
o,8,7
d,8,442
p,5,83
e,8,668
d,8,31
f,8,339
m,3,14
a,8,195
u,5,64
u,8,333
s,5,44
y,8,583
t,9,17
h,8,458
v,7,62
t,2,64
g,6,19
x,2,816
i,9,20
v,2,896
z,5,81
p,5,498
r,8,47
i,5,653
o,9,12
o,5,144
l,9,50
m,4,480
o,8,60
q,4,617
y,2,76
r,4,219
d,9,53
s,4,924
a,9,63
j,7,183
e,2,17
k,7,679
t,8,97
l,7,791
s,3,69
g,6,310
n,8,41
z,6,827
d,3,75
n,6,297
g,2,59
w,9,887
t,4,76
b,9,458
q,6,4
c,9,733
o,3,47
d,8,451
t,2,94
e,8,338
i,4,32
f,8,882
g,3,48
a,8,737
f,2,79
u,8,676
r,9,25
y,8,894
y,5,28
h,8,282
a,5,20
t,2,183
s,4,64
x,2,210
u,7,81
v,2,912
o,7,53
p,5,351
b,8,48
i,5,70
d,5,93
o,5,221
r,8,7
m,4,774
g,5,33
q,4,318
c,4,19
r,4,162
y,2,29
s,4,743
p,4,78
j,7,633
n,5,53
k,7,302
h,2,90
l,7,469
x,7,21
g,6,585
l,6,92
z,6,827
y,2,38
n,6,556
y,9,10
w,9,302
p,6,16
b,9,145
a,8,6
c,9,575
c,4,25
d,8,477
n,7,26
e,8,469
y,6,65
f,8,185
s,8,95
a,8,438
o,8,33
u,8,782
b,2,56
y,8,598
h,9,59
h,8,49
b,6,6
t,2,97
e,4,72
x,2,810
o,6,77
v,2,643
g,2,82
p,5,12
g,8,82
i,5,213
v,8,75
o,5,232
u,2,51
m,4,682
b,6,71
q,4,876
e,3,54
r,4,355
k,4,20
s,4,365
c,4,92
j,7,160
b,3,11
k,7,656
n,4,54
l,7,369
t,5,95
g,6,740
u,5,46
z,6,442
t,4,91
n,6,261
c,9,52
w,9,498
f,9,55
b,9,384
w,4,92
c,9,612
n,2,1
d,8,654
r,6,22
e,8,761
r,3,3
f,8,924
b,8,73
a,3,750
k,7,25
u,3,586
p,2,61
y,3,429
l,9,28
h,3,874
o,9,74
t,2,339
m,3,68
x,2,451
z,8,22
v,2,143
r,3,62
p,5,214
r,6,94
i,5,442
b,9,29
o,5,904
u,8,48
m,4,176
h,6,87
q,4,264
s,2,46
r,4,505
a,6,25
s,4,547
c,2,86
j,7,815
b,2,57
k,7,495
i,5,85
l,7,982
x,6,72
g,6,760
f,9,6
z,6,77
s,8,100
n,6,584
u,2,92
w,9,590
n,6,33
b,9,326
a,5,36
c,9,965
u,3,15
d,8,121
e,6,65
e,8,384
w,7,52
f,8,381
y,7,86
a,8,87
p,3,12
u,8,376
d,2,71
y,8,167
w,5,93
h,8,18
h,3,26
t,2,681
g,5,93
x,2,251
e,8,34
v,2,189
i,7,29
p,5,274
w,7,81
i,5,143
b,8,95
o,5,37
o,4,86
m,4,611
f,8,23
q,4,277
p,3,46
r,4,340
y,6,65
s,4,159
q,4,72
j,7,260
v,6,31
k,7,536
f,9,37
l,7,900
g,7,17
g,6,830
i,6,15
z,6,498
l,4,79
n,6,422
f,7,19
w,9,167
i,6,60
b,9,845
p,7,53
c,9,231
l,3,93
d,8,48
r,5,80
e,8,924
q,3,4
f,8,487
k,7,96
a,8,937
c,7,92
u,8,360
o,3,67
y,8,607
a,8,18
h,8,352
y,9,72
t,2,125
g,4,69
x,2,862
p,3,73
v,2,335
b,4,59
p,5,371
a,2,3
i,5,486
h,3,81
o,5,805
y,9,60
m,4,337
a,6,56
q,4,991
c,7,2
r,4,110
g,5,6
s,4,215
s,7,2
j,7,933
g,9,45
k,7,88
r,7,79
l,7,917
f,7,52
g,6,984
c,3,94
z,6,252
t,3,77
n,6,635
v,2,88
w,9,260
s,6,41
b,9,975
b,9,50
c,9,436
u,4,58
d,8,268
z,7,12
e,8,12
l,3,21
f,8,889
d,3,83
a,8,194
q,3,11
u,8,876
c,7,75
y,8,246
j,5,83
h,8,447
m,7,87
t,2,515
x,6,71
x,2,783
s,7,92
v,2,935
p,5,75
p,5,414
w,7,96
i,5,993
i,8,70
o,5,193
u,3,48
m,4,619
k,2,41
q,4,474
u,9,92
r,4,882
j,9,75
s,4,756
t,8,65
j,7,503
t,7,78
k,7,183
h,6,68
l,7,607
t,2,37
g,6,744
m,6,67
z,6,557
b,8,20
n,6,615
r,2,9
w,9,228
g,8,14
b,9,964
i,7,72
c,9,40
g,7,94
d,8,810
w,5,37
e,8,618
p,3,29
f,8,458
m,9,76
a,8,100
o,3,22
u,8,508
l,8,69
y,8,128
v,2,64
h,8,414
m,2,44
t,2,957
n,5,74
x,2,266
p,7,75
v,2,294
s,3,9
p,5,442
r,9,59
i,5,771
u,9,86
o,5,755
y,3,52
m,4,873
b,8,53
q,4,838
s,8,70
r,4,239
z,2,53
s,4,649
m,5,49
j,7,404
z,7,45
k,7,662
e,4,92
l,7,147
d,8,58
g,6,357
z,2,86
z,6,362
h,9,15
n,6,68
y,4,25
w,9,83
v,7,91
b,9,186
n,4,16
c,9,931
o,6,91
d,8,447
u,7,2
e,8,893
x,7,12
f,8,263
b,6,91
a,3,495
i,9,16
u,3,664
v,7,75
y,3,448
m,8,14
h,3,723
b,8,38
t,2,596
u,5,94
x,2,642
l,4,27
v,2,182
c,4,70
p,5,861
j,9,46
i,5,478
f,3,24
o,5,756
f,5,29
m,4,677
c,7,28
q,4,485
l,4,64
r,4,975
z,8,83
s,4,641
c,7,29
j,7,791
d,3,12
k,7,255
i,5,92
l,7,213
o,6,89
g,6,440
t,6,43
z,6,778
p,2,65
n,6,462
j,3,12
w,9,744
i,4,82
b,9,333
x,3,54
c,9,132
p,4,77
d,8,631
t,4,100
e,8,445
o,8,73
f,8,601
i,7,11
a,3,244
c,4,71
u,3,504
u,6,72
y,3,227
n,3,94
h,3,189
f,8,87
t,2,67
y,9,78
x,2,444
w,3,36
v,2,182
w,9,40
p,5,32
s,4,38
i,5,977
p,3,15
o,5,61
c,8,6
m,4,899
r,9,77
q,4,967
e,9,46
r,4,508
g,8,100
s,4,254
f,4,81
j,7,298
p,2,14
k,7,789
o,7,82
l,7,589
r,8,10
g,6,755
c,4,94
z,6,197
k,3,25
n,6,545
f,4,58
w,9,279
l,8,41
b,9,211
c,9,27
c,9,680
f,5,32
d,8,296
f,3,54
e,8,398
w,8,1
f,8,979
n,7,22
a,8,909
l,2,70
u,8,588
x,7,71
y,8,502
a,6,12
h,8,888
s,4,48
t,2,616
v,9,19
x,2,868
t,3,67
v,2,385
v,5,36
p,5,641
p,8,75
i,5,957
m,7,97
o,5,387
x,2,1
m,4,628
s,2,66
q,4,227
o,4,83
r,4,339
p,7,19
s,4,295
c,4,52
j,7,87
t,8,31
k,7,637
c,6,34
l,7,124
f,3,14
g,6,422
d,8,29
z,6,323
g,2,94
n,6,726
x,6,45
w,9,451
h,5,51
b,9,412
d,2,98
c,9,752
e,5,37
d,8,509
k,4,87
e,8,65
y,7,5
f,8,339
y,2,49
a,8,47
y,3,70
u,8,863
c,5,47
y,8,204
y,2,74
h,8,52
m,8,84
t,2,991
s,4,10
x,2,892
n,5,41
v,2,504
e,3,77
p,5,63
l,3,15
i,5,901
k,7,65
o,5,233
z,5,53
m,4,94
v,8,15
q,4,979
g,3,17
r,4,971
o,7,94
s,4,920
k,7,79
j,7,180
n,3,48
k,7,918
o,8,1
l,7,796
m,7,34
g,6,545
n,9,78
z,6,525
w,3,17
n,6,182
l,4,61
w,9,867
j,8,88
b,9,703
v,6,14
c,9,269
d,4,35
d,8,670
g,6,22
e,8,492
n,7,8
f,8,858
m,7,2
a,8,273
r,5,34
u,8,128
m,3,12
y,8,322
f,3,97
h,8,499
v,8,13
t,2,72
p,6,24
x,2,137
x,6,73
v,2,733
h,8,75
p,5,269
m,7,35
i,5,934
g,7,2
o,5,985
z,9,12
m,4,615
f,2,21
q,4,881
d,5,81
r,4,824
h,3,86
s,4,296
q,6,20
j,7,408
b,3,59
k,7,826
w,4,64
l,7,823
a,4,71
g,6,169
m,4,88
z,6,459
p,2,25
n,6,60
s,5,85
w,9,58
l,5,95
b,9,13
h,6,24
c,9,627
h,2,44
d,8,249
t,6,41
e,8,93
u,6,4
f,8,427
x,6,77
a,8,845
c,6,75
u,8,806
w,9,44
y,8,700
s,2,27
h,8,887
t,4,60
t,2,994
s,6,80
x,2,498
a,6,43
v,2,95
j,7,8
p,5,649
e,7,6
i,5,490
l,8,85
o,5,691
k,9,21
m,4,370
b,9,73
q,4,527
m,5,50
r,4,780
n,3,26
s,4,632
q,6,21
j,7,501
b,4,93
k,7,443
p,7,78
l,7,421
x,5,3
g,6,706
b,3,9
z,6,284
i,8,98
n,6,36
r,5,85
w,9,963
v,2,58
b,9,153
x,5,50
c,9,149
i,2,99
d,8,356
y,9,94
e,8,783
p,9,71
f,8,466
t,7,57
a,8,777
m,9,79
u,8,51
c,5,84
y,8,709
e,4,29
h,8,421
y,5,68
t,2,338
t,2,92
x,2,144
c,7,75
v,2,52
w,2,48
p,5,354
g,2,43
i,5,958
u,8,83
o,5,703
a,8,73
m,4,407
g,3,56
q,4,992
z,6,63
r,4,921
y,4,65
s,4,986
c,2,36
j,7,606
x,2,86
k,7,704
q,2,19
l,7,182
q,4,25
g,6,15
r,3,95
z,6,213
e,3,22
n,6,470
s,3,83
w,9,249
e,6,99
b,9,363
d,6,77
c,9,947
v,2,72
d,8,251
o,5,67
e,8,992
t,5,59
f,8,339
z,5,76
a,3,997
s,2,69
u,3,228
c,5,5
y,3,300
o,4,95
h,3,359
l,5,14
t,2,982
j,2,77
x,2,985
p,7,57
v,2,239
q,8,33
p,5,617
s,5,52
i,5,445
k,8,57
o,5,514
p,7,90
m,4,922
p,9,15
q,4,216
s,3,85
r,4,775
h,7,19
s,4,869
v,7,37
j,7,959
d,3,88
k,7,903
j,5,46
l,7,551
r,3,63
g,6,69
c,2,45
z,6,662
f,7,35
n,6,609
c,7,27
w,9,54
k,5,83
b,9,995
i,8,81
c,9,151
g,6,35
d,8,833
o,5,19
e,8,452
w,2,45
f,8,204
g,4,94
a,8,893
r,7,16
u,8,680
x,9,25
y,8,369
j,7,9
h,8,25
t,8,53
t,2,802
y,9,44
x,2,296
h,2,48
v,2,257
y,6,29
p,5,997
r,2,68
i,5,783
x,4,79
o,5,375
j,8,56
m,4,128
d,2,6
q,4,66
f,3,33
r,4,798
o,7,43
s,4,925
y,4,3
j,7,855
b,8,13
k,7,138
c,9,42
l,7,765
y,6,31
g,6,753
r,5,58
z,6,198
d,7,14
n,6,784
f,4,18
w,9,98
n,4,49
b,9,906
x,8,39
c,9,717
g,8,72
d,8,808
o,6,78
e,8,883
v,6,43
f,8,287
s,9,19
a,8,958
t,6,40
u,8,839
g,5,53
y,8,629
r,7,75
h,8,801
y,7,35
t,2,468
b,2,61
x,2,364
v,8,84
v,2,569
f,3,54
p,5,944
f,8,42
i,5,185
k,7,13
o,5,850
j,4,94
m,4,887
u,7,70
q,4,326
z,5,43
r,4,639
z,5,93
s,4,953
b,7,41
j,7,123
u,4,36
k,7,636
m,8,70
l,7,51
u,6,46
g,6,657
i,4,29
z,6,903
q,9,21
n,6,475
u,4,87
w,9,854
w,5,4
b,9,950
q,9,74
c,9,984
g,7,71
d,8,719
a,5,38
e,8,196
t,6,73
f,8,827
f,5,67
a,8,874
z,9,17
u,8,727
y,7,53
y,8,52
g,3,52
h,8,108
p,5,21
t,2,146
e,6,75
x,2,742
f,2,43
v,2,528
b,7,55
p,5,318
v,3,39
i,5,544
m,4,10
o,5,499
n,7,19
m,4,945
u,6,57
q,4,441
t,4,21
r,4,801
l,9,70
s,4,40
b,6,32
j,7,640
x,5,25
k,7,553
c,5,4
l,7,510
d,9,87
g,6,29
n,8,75
z,6,544
l,9,24
n,6,824
t,8,80
w,9,170
l,6,48
b,9,98
w,3,34
c,9,817
k,6,58
d,8,182
q,3,52
e,8,118
r,4,94
f,8,213
s,7,39
a,3,835
j,3,99
u,3,467
b,7,16
y,3,559
f,2,47
h,3,98
e,5,37
t,2,781
t,6,43
x,2,696
n,9,62
v,2,76
s,6,24
p,5,392
y,5,35
i,5,460
f,6,46
o,5,331
m,8,88
m,4,145
j,3,96
q,4,645
p,7,84
r,4,214
r,2,57
s,4,244
a,8,50
j,7,263
e,9,63
k,7,215
n,5,58
l,7,313
b,4,40
g,6,208
h,9,8
z,6,124
h,3,50
n,6,533
i,8,49
w,9,425
u,5,93
b,9,936
y,4,71
c,9,590
i,2,5
d,8,649
i,6,63
e,8,171
d,2,51
f,8,265
w,6,48
a,8,390
b,8,43
u,8,463
s,2,10
y,8,223
e,2,26
h,8,425
b,2,52
t,2,64
i,5,44
x,2,112
u,6,9
v,2,784
o,2,37
p,5,323
g,3,59
i,5,104
f,2,25
o,5,518
k,3,26
m,4,672
n,2,2
q,4,422
a,7,3
r,4,29
b,7,82
s,4,821
j,4,13
j,7,906
g,4,73
k,7,723
h,8,96
l,7,336
a,2,72
g,6,950
n,9,29
z,6,249
n,9,46
n,6,583
q,3,35
w,9,323
r,8,80
b,9,741
c,4,47
c,9,755
w,5,87
d,8,489
c,8,17
e,8,291
r,2,77
f,8,530
s,6,51
a,8,427
e,4,70
u,8,293
g,7,24
y,8,886
x,5,36
h,8,886
i,9,70
t,2,553
x,8,83
x,2,423
p,2,72
v,2,77
q,4,12
p,5,840
p,4,68
i,5,74
e,8,58
o,5,690
i,2,10
m,4,353
h,7,43
q,4,989
j,7,24
r,4,811
v,5,29
s,4,621
e,9,46
j,7,677
k,4,94
k,7,462
x,7,11
l,7,164
y,6,26
g,6,284
j,9,93
z,6,377
m,4,60
n,6,534
m,4,36
w,9,503
e,3,67
b,9,638
r,8,86
c,9,899
l,8,92
d,8,536
j,4,13
e,8,893
l,5,68
f,8,419
p,4,96
a,3,73
h,3,55
u,3,376
g,4,54
y,3,292
u,6,21
h,3,963
s,3,69
t,2,119
l,7,95
x,2,523
v,5,22
v,2,914
d,7,31
p,5,100
v,3,38
i,5,802
c,7,4
o,5,391
g,6,88
m,4,980
m,3,69
q,4,552
r,4,13
r,4,557
e,2,82
s,4,465
d,5,56
j,7,939
j,7,51
k,7,285
x,9,82
l,7,183
u,3,97
g,6,215
m,3,84
z,6,39
y,3,40
n,6,365
x,7,43
w,9,573
u,9,79
b,9,588
p,4,39
c,9,75
k,7,86
d,8,49
f,3,59
e,8,556
y,3,94
f,8,650
b,7,7
a,8,15
b,8,15
u,8,53
s,5,9
y,8,988
y,9,47
h,8,592
u,2,78
t,2,776
h,3,49
x,2,288
t,4,38
v,2,633
u,8,49
p,5,294
n,2,82
i,5,215
p,6,64
o,5,284
j,9,90
m,4,123
s,3,83
q,4,470
p,2,26
r,4,736
s,3,19
s,4,359
g,6,16
j,7,13
v,6,66
k,7,749
i,6,83
l,7,319
z,3,92
g,6,762
o,6,63
z,6,855
b,5,17
n,6,407
t,6,49
w,9,549
m,7,6
b,9,296
a,9,84
c,9,97
n,2,11
d,8,429
y,9,72
e,8,588
g,3,94
f,8,608
a,6,22
a,3,528
w,2,62
u,3,430
a,6,28
y,3,905
q,6,46
h,3,913
x,2,31
t,2,171
d,6,24
x,2,669
g,6,55
v,2,172
v,7,86
p,5,293
v,2,71
i,5,878
j,4,36
o,5,290
z,9,18
m,4,649
x,3,49
q,4,735
j,9,83
r,4,166
w,8,17
s,4,359
l,7,36
j,7,557
c,2,34
k,7,387
z,2,71
l,7,168
t,4,54
g,6,348
j,6,4
z,6,867
t,5,21
n,6,141
p,4,7
w,9,695
j,4,62
b,9,908
q,3,92
c,9,976
t,7,1
d,8,128
p,9,66
e,8,181
h,6,2
f,8,471
o,4,21
a,3,53
y,4,66
u,3,79
v,8,99
y,3,604
q,2,68
h,3,766
s,9,89
t,2,158
d,8,6
x,2,152
v,6,4
v,2,148
e,2,40
p,5,989
z,8,93
i,5,56
h,8,28
o,5,418
u,3,91
m,4,79
d,8,68
q,4,869
b,8,68
r,4,549
w,3,69
s,4,47
e,3,83
j,7,178
s,9,14
k,7,227
m,5,30
l,7,344
n,7,61
g,6,223
x,7,65
z,6,800
j,9,82
n,6,176
y,4,12
w,9,514
d,9,81
b,9,992
c,2,17
c,9,454
y,5,4
d,8,633
a,8,32
e,8,156
z,2,58
f,8,731
j,8,80
a,8,262
w,9,95
u,8,102
d,8,63
y,8,830
m,8,46
h,8,793
i,7,47
t,2,736
v,2,18
x,2,614
a,3,48
v,2,988
h,5,51
p,5,615
m,5,47
i,5,225
l,8,1
o,5,32
h,2,46
m,4,331
m,5,93
q,4,669
s,2,10
r,4,262
b,4,78
s,4,955
s,8,91
j,7,826
n,3,64
k,7,300
j,9,56
l,7,728
z,2,37
g,6,394
e,9,8
z,6,160
s,3,42
n,6,373
n,9,84
w,9,23
n,8,47
b,9,829
k,6,96
c,9,408
r,7,9
d,8,46
g,3,7
e,8,727
n,9,16
f,8,592
m,3,69
a,3,425
q,2,66
u,3,624
f,9,52
y,3,874
p,5,14
h,3,415
m,5,81
t,2,174
p,7,35
x,2,623
i,4,51
v,2,997
g,2,76
p,5,729
i,9,30
i,5,447
y,4,100
o,5,276
w,2,48
m,4,106
f,4,37
q,4,230
w,8,81
r,4,302
y,4,85
s,4,347
s,8,36
j,7,485
c,4,59
k,7,541
z,7,83
l,7,148
l,3,3
g,6,745
q,6,47
z,6,115
g,2,54
n,6,763
w,8,44
w,9,663
o,9,91
b,9,103
e,3,31
c,9,232
a,7,97
d,8,383
i,5,82
e,8,83
y,4,46
f,8,814
h,2,67
a,8,151
h,6,57
u,8,664
q,7,32
y,8,187
o,7,24
h,8,483
l,2,58
t,2,913
m,3,39
x,2,929
p,9,88
v,2,797
k,4,5
p,5,972
p,9,66
i,5,889
t,3,55
o,5,284
u,9,92
m,4,468
u,2,92
q,4,342
n,4,83
r,4,463
v,2,96
s,4,692
o,6,69
j,7,520
w,9,19
k,7,799
z,9,19
l,7,671
p,7,13
g,6,354
v,6,6
z,6,956
h,6,55
n,6,338
n,7,75
w,9,571
g,9,17
b,9,159
j,9,95
c,9,453
l,6,51
d,8,144
j,2,74
e,8,358
s,2,47
f,8,668
d,9,51
a,8,829
j,8,30
u,8,781
f,8,67
y,8,590
z,3,57
h,8,542
a,2,93
t,2,118
f,2,20
x,2,75
a,4,45
v,2,397
h,6,62
p,5,983
j,2,4
i,5,336
v,8,11
o,5,668
m,9,97
m,4,918
l,7,63
q,4,131
u,8,12
r,4,438
i,3,48
s,4,545
v,2,31
j,7,641
x,6,97
k,7,337
z,2,70
l,7,437
l,3,93
g,6,985
u,9,53
z,6,840
i,3,78
n,6,316
i,6,27
w,9,725
t,8,92
b,9,818
y,3,86
c,9,286
n,2,76
d,8,217
q,3,93
e,8,441
l,9,43
f,8,279
f,2,19
a,8,125
i,7,44
u,8,119
b,6,99
y,8,600
s,5,66
h,8,817
c,6,10
t,2,14
j,4,7
x,2,475
t,9,76
v,2,287
e,4,32
p,5,694
f,3,39
i,5,740
e,4,49
o,5,102
u,8,87
m,4,310
p,2,97
q,4,523
l,9,80
r,4,100
j,4,100
s,4,448
i,2,49
j,7,276
d,9,7
k,7,606
m,2,57
l,7,950
e,2,79
g,6,837
f,7,41
z,6,619
l,7,17
n,6,83
b,4,24
w,9,965
e,2,61
b,9,356
i,8,54
c,9,628
h,7,100
d,8,837
c,5,7
e,8,133
f,7,42
f,8,709
d,8,58
a,8,978
e,2,61
u,8,591
g,5,41
y,8,288
n,9,15
h,8,652
p,6,56
t,2,158
u,4,43
x,2,208
x,9,74
v,2,871
h,4,43
p,5,526
h,4,8
i,5,612
m,7,2
o,5,143
b,6,76
m,4,249
a,8,2
q,4,85
z,3,66
r,4,576
q,6,25
s,4,111
q,2,26
j,7,951
f,3,47
k,7,138
m,2,88
l,7,179
j,3,54
g,6,788
w,3,74
z,6,317
n,2,68
n,6,628
j,3,21
w,9,60
f,2,75
b,9,839
c,4,48
c,9,489
w,7,11
d,8,551
e,5,18
e,8,806
f,4,1
f,8,226
a,7,20
a,3,75
h,5,8
u,3,291
f,4,46
y,3,497
y,9,54
h,3,585
y,2,14
t,2,274
h,6,98
x,2,357
p,8,96
v,2,287
w,3,6
p,5,828
q,5,62
i,5,812
j,7,18
o,5,782
n,2,59
m,4,100
t,2,49
q,4,84
s,7,74
r,4,742
i,4,29
s,4,955
v,6,21
j,7,632
d,3,78
k,7,507
l,4,76
l,7,99
g,4,64
g,6,832
u,4,80
z,6,196
y,8,30
n,6,384
j,6,15
w,9,358
g,3,37
b,9,800
n,5,82
c,9,245
u,4,50
d,8,395
u,7,26
e,8,47
c,2,40
f,8,30
i,9,58
a,3,588
v,8,53
u,3,794
y,6,79
y,3,648
b,4,44
h,3,352
x,7,2
t,2,313
a,9,78
x,2,967
h,4,62
v,2,839
v,7,59
p,5,69
u,4,87
i,5,95
a,5,1
o,5,124
k,4,42
m,4,334
y,7,54
q,4,275
p,4,60
r,4,933
q,4,96
s,4,952
b,8,93
j,7,245
l,5,5
k,7,486
y,9,94
l,7,215
v,9,97
g,6,620
b,8,9
z,6,248
c,9,88
n,6,163
y,3,38
w,9,466
a,7,12
b,9,899
k,2,20
c,9,97
h,8,2
d,8,323
f,6,24
e,8,500
t,4,6
f,8,26
f,6,54
a,8,374
r,8,5
u,8,628
b,3,36
y,8,320
l,4,92
h,8,585
l,4,20
t,2,241
x,7,98
x,2,710
d,5,31
v,2,76
d,8,31
p,5,752
k,6,16
i,5,337
d,6,36
o,5,155
l,9,35
m,4,820
x,8,72
q,4,389
s,7,17
r,4,329
t,2,32
s,4,344
r,8,31
j,7,858
f,8,43
k,7,70
y,2,59
l,7,78
d,9,66
g,6,453
x,2,76
z,6,795
w,8,34
n,6,775
m,2,72
w,9,285
j,3,94
b,9,323
o,2,15
c,9,761
l,6,68
d,8,624
d,3,36
e,8,114
b,8,67
f,8,105
o,4,49
a,8,822
k,6,68
u,8,62
l,8,78
y,8,362
m,4,44
h,8,180
t,4,75
t,2,259
d,6,15
x,2,240
h,4,38
v,2,706
k,7,67
p,5,336
e,2,24
i,5,833
s,8,56
o,5,384
i,2,67
m,4,510
y,3,13
q,4,307
h,2,96
r,4,855
w,7,60
s,4,255
n,3,56
j,7,792
i,9,46
k,7,639
r,3,34
l,7,516
r,7,45
g,6,199
i,8,60
z,6,729
u,9,61
n,6,617
d,4,43
w,9,816
z,9,88
b,9,951
l,6,7
c,9,320
f,5,66
d,8,124
k,5,58
e,8,768
w,4,20
f,8,172
o,8,47
a,3,797
i,2,23
u,3,639
d,4,74
y,3,633
l,8,24
h,3,840
m,5,84
t,2,749
h,3,89
x,2,203
a,3,64
v,2,63
v,5,60
p,5,527
z,8,93
i,5,452
l,7,59
o,5,614
n,8,85
m,4,608
l,4,100
q,4,386
o,6,46
r,4,577
t,3,9
s,4,340
y,6,22
j,7,372
a,6,94
k,7,310
b,8,30
l,7,672
f,2,17
g,6,163
u,9,75
z,6,67
b,3,73
n,6,258
z,5,53
w,9,261
j,2,58
b,9,596
a,8,37
c,9,213
h,6,56
d,8,336
t,5,57
e,8,599
t,8,75
f,8,336
n,3,42
a,8,794
v,8,9
u,8,780
o,6,27
y,8,552
g,9,4
h,8,545
t,7,11
t,2,939
u,9,12
x,2,345
z,4,14
v,2,148
w,5,2
p,5,826
t,9,46
i,5,445
o,3,99
o,5,378
i,9,86
m,4,447
s,9,98
q,4,309
n,2,25
r,4,991
d,3,25
s,4,311
w,6,38
j,7,127
n,6,52
k,7,369
f,7,74
l,7,740
o,4,74
g,6,711
b,4,100
z,6,548
o,4,7
n,6,418
v,7,68
w,9,516
t,8,28
b,9,14
j,9,60
c,9,568
q,4,48
d,8,848
e,5,82
e,8,307
q,5,36
f,8,290
v,7,57
a,8,543
g,8,20
u,8,459
z,5,49
y,8,696
f,2,62
h,8,537
p,5,63
t,2,811
t,9,58
x,2,362
z,5,61
v,2,869
p,6,100
p,5,107
w,7,2
i,5,860
v,5,60
o,5,914
w,7,69
m,4,668
u,3,2
q,4,241
e,2,61
r,4,66
c,6,72
s,4,181
k,7,96
j,7,95
c,9,87
k,7,97
f,6,60
l,7,129
h,9,13
g,6,406
f,9,7
z,6,675
w,7,85
